elapsed_s,board_c,ambient_c,target_c,duty_pct,state,stage,session:reflow
0,,,,,EVENT,Lead-Free SAC305
0,,,,,EVENT,Warmup started at 42.5C
28,,,,,EVENT,Warmup done at 47.5C, starting profile
29,47.5,43.2,150.0,100.0,Preheat,Preheat
30,48.0,43.2,150.0,100.0,Preheat,Preheat
31,48.6,43.2,150.0,100.0,Preheat,Preheat
32,48.9,43.4,150.0,100.0,Preheat,Preheat
33,49.3,43.5,150.0,100.0,Preheat,Preheat
34,49.9,43.6,150.0,100.0,Preheat,Preheat
35,50.5,43.9,150.0,100.0,Preheat,Preheat
36,51.3,44.3,150.0,100.0,Preheat,Preheat
37,52.0,44.5,150.0,100.0,Preheat,Preheat
38,52.7,44.6,150.0,100.0,Preheat,Preheat
39,53.5,44.8,150.0,100.0,Preheat,Preheat
40,54.1,44.9,150.0,100.0,Preheat,Preheat
41,54.8,45.1,150.0,100.0,Preheat,Preheat
42,55.6,45.4,150.0,100.0,Preheat,Preheat
43,56.4,45.6,150.0,100.0,Preheat,Preheat
44,57.2,45.8,150.0,100.0,Preheat,Preheat
45,58.1,46.1,150.0,100.0,Preheat,Preheat
46,59.0,46.4,150.0,100.0,Preheat,Preheat
47,59.8,46.6,150.0,100.0,Preheat,Preheat
48,60.8,47.0,150.0,100.0,Preheat,Preheat
49,61.8,47.4,150.0,100.0,Preheat,Preheat
50,62.6,47.6,150.0,100.0,Preheat,Preheat
51,63.6,47.8,150.0,100.0,Preheat,Preheat
52,64.7,48.1,150.0,100.0,Preheat,Preheat
53,65.8,48.6,150.0,100.0,Preheat,Preheat
54,66.8,49.1,150.0,100.0,Preheat,Preheat
55,67.8,49.4,150.0,100.0,Preheat,Preheat
56,68.8,49.9,150.0,100.0,Preheat,Preheat
57,70.1,50.1,150.0,100.0,Preheat,Preheat
58,71.4,50.4,150.0,100.0,Preheat,Preheat
59,72.6,50.8,150.0,100.0,Preheat,Preheat
60,73.6,51.1,150.0,100.0,Preheat,Preheat
61,74.8,51.6,150.0,100.0,Preheat,Preheat
62,76.0,52.1,150.0,100.0,Preheat,Preheat
63,77.3,52.2,150.0,100.0,Preheat,Preheat
64,78.8,52.8,150.0,100.0,Preheat,Preheat
65,80.0,53.4,150.0,100.0,Preheat,Preheat
66,81.3,53.9,150.0,100.0,Preheat,Preheat
67,82.8,54.3,150.0,100.0,Preheat,Preheat
68,84.0,54.8,150.0,100.0,Preheat,Preheat
69,85.2,55.4,150.0,100.0,Preheat,Preheat
70,86.6,55.9,150.0,100.0,Preheat,Preheat
71,88.1,56.4,150.0,100.0,Preheat,Preheat
72,89.8,56.9,150.0,100.0,Preheat,Preheat
73,91.2,57.4,150.0,100.0,Preheat,Preheat
74,92.6,58.0,150.0,100.0,Preheat,Preheat
75,94.0,58.6,150.0,100.0,Preheat,Preheat
76,95.4,59.0,150.0,100.0,Preheat,Preheat
77,97.1,59.6,150.0,100.0,Preheat,Preheat
78,98.7,60.1,150.0,100.0,Preheat,Preheat
79,100.1,60.7,150.0,100.0,Preheat,Preheat
80,101.7,61.3,150.0,100.0,Preheat,Preheat
81,103.3,61.9,150.0,100.0,Preheat,Preheat
82,104.9,62.5,150.0,100.0,Preheat,Preheat
83,106.4,63.1,150.0,100.0,Preheat,Preheat
84,108.0,63.7,150.0,100.0,Preheat,Preheat
85,109.6,64.4,150.0,100.0,Preheat,Preheat
86,111.2,65.2,150.0,100.0,Preheat,Preheat
87,112.8,65.7,150.0,100.0,Preheat,Preheat
88,114.4,66.2,150.0,100.0,Preheat,Preheat
89,116.2,66.9,150.0,100.0,Preheat,Preheat
90,117.8,67.4,150.0,100.0,Preheat,Preheat
91,119.2,68.1,150.0,100.0,Preheat,Preheat
92,120.9,69.0,150.0,100.0,Preheat,Preheat
93,122.6,69.8,150.0,100.0,Preheat,Preheat
94,124.4,70.4,150.0,100.0,Preheat,Preheat
95,126.1,71.2,150.0,100.0,Preheat,Preheat
96,127.6,71.9,150.0,100.0,Preheat,Preheat
97,129.5,72.6,150.0,100.0,Preheat,Preheat
98,131.2,73.4,150.0,100.0,Preheat,Preheat
99,132.8,74.1,150.0,100.0,Preheat,Preheat
100,134.4,74.7,150.0,100.0,Preheat,Preheat
101,136.1,75.6,150.0,100.0,Preheat,Preheat
102,138.0,76.4,150.0,100.0,Preheat,Preheat
103,139.6,77.1,150.0,100.0,Preheat,Preheat
104,141.2,77.8,150.0,0.0,Preheat,Preheat
105,142.9,78.6,150.0,0.0,Preheat,Preheat
106,144.6,79.3,150.0,0.0,Preheat,Preheat
107,146.2,80.1,150.0,0.0,Preheat,Preheat
108,147.6,80.8,150.0,0.0,Preheat,Preheat
109,148.8,81.7,150.0,0.0,Preheat,Preheat
110,150.1,82.3,200.0,0.0,Soak,Soak
111,151.3,82.9,200.0,0.0,Soak,Soak
112,152.6,83.6,200.0,0.0,Soak,Soak
113,153.4,84.1,200.0,0.0,Soak,Soak
114,154.4,84.6,200.0,0.0,Soak,Soak
115,155.8,85.4,200.0,0.0,Soak,Soak
116,156.8,86.0,200.0,0.0,Soak,Soak
117,157.7,86.7,200.0,0.0,Soak,Soak
118,158.6,87.2,200.0,0.0,Soak,Soak
119,159.7,87.7,200.0,0.0,Soak,Soak
120,160.6,88.2,200.0,0.0,Soak,Soak
121,161.4,88.8,200.0,0.0,Soak,Soak
122,162.2,89.4,200.0,0.0,Soak,Soak
123,163.1,89.9,200.0,0.0,Soak,Soak
124,164.1,90.6,200.0,0.0,Soak,Soak
125,164.8,91.1,200.0,0.0,Soak,Soak
126,165.4,91.6,200.0,0.0,Soak,Soak
127,166.3,92.1,200.0,0.0,Soak,Soak
128,166.7,92.6,200.0,0.0,Soak,Soak
129,167.4,93.2,200.0,0.0,Soak,Soak
130,168.2,93.7,200.0,0.0,Soak,Soak
